year,anomaly,station_name,station_number,latitude,longitude
1979,0.131943998,Birdsville,38026,-25.9,139.35
1980,0.487974767,Birdsville,38026,-25.9,139.35
1981,-0.229703914,Birdsville,38026,-25.9,139.35
1982,0.044312282,Birdsville,38026,-25.9,139.35
1983,0.054323174,Birdsville,38026,-25.9,139.35
1984,-1.209934367,Birdsville,38026,-25.9,139.35
1985,-0.600116205,Birdsville,38026,-25.9,139.35
1986,-0.652556472,Birdsville,38026,-25.9,139.35
1987,-0.240140803,Birdsville,38026,-25.9,139.35
1988,0.254082976,Birdsville,38026,-25.9,139.35
1989,-0.78267508,Birdsville,38026,-25.9,139.35
1990,0.046878847,Birdsville,38026,-25.9,139.35
1991,0.058531196,Birdsville,38026,-25.9,139.35
1992,-0.778685952,Birdsville,38026,-25.9,139.35
1993,0.082257707,Birdsville,38026,-25.9,139.35
1994,-0.704209104,Birdsville,38026,-25.9,139.35
1995,-0.353639895,Birdsville,38026,-25.9,139.35
1996,0.203469052,Birdsville,38026,-25.9,139.35
1997,0.011702339,Birdsville,38026,-25.9,139.35
1998,0.346204437,Birdsville,38026,-25.9,139.35
1999,0.292527388,Birdsville,38026,-25.9,139.35
2000,-0.015612292,Birdsville,38026,-25.9,139.35
2001,0.061930903,Birdsville,38026,-25.9,139.35
2002,0.67947493,Birdsville,38026,-25.9,139.35
2003,0.53958974,Birdsville,38026,-25.9,139.35
2004,0.546190328,Birdsville,38026,-25.9,139.35
2005,1.208031422,Birdsville,38026,-25.9,139.35
2006,0.86501258,Birdsville,38026,-25.9,139.35
2007,0.574189433,Birdsville,38026,-25.9,139.35
2008,0.247083879,Birdsville,38026,-25.9,139.35
2009,0.62751404,Birdsville,38026,-25.9,139.35
2010,-0.890310022,Birdsville,38026,-25.9,139.35
2011,0.184898325,Birdsville,38026,-25.9,139.35
2012,0.346873186,Birdsville,38026,-25.9,139.35
2013,1.375599405,Birdsville,38026,-25.9,139.35
2014,1.124648304,Birdsville,38026,-25.9,139.35
2015,0.677169105,Birdsville,38026,-25.9,139.35
2016,0.660879489,Birdsville,38026,-25.9,139.35
2017,1.571846778,Birdsville,38026,-25.9,139.35
2018,1.163122399,Birdsville,38026,-25.9,139.35
2019,0.711586624,Birdsville,38026,-25.9,139.35
2020,0.552146576,Birdsville,38026,-25.9,139.35
2021,0.290324673,Birdsville,38026,-25.9,139.35
2022,-0.003929525,Birdsville,38026,-25.9,139.35
2023,1.401017032,Birdsville,38026,-25.9,139.35
1910,-1.706891516,Boulia,38003,-22.91,139.9
1911,-1.889437768,Boulia,38003,-22.91,139.9
1912,-1.377640662,Boulia,38003,-22.91,139.9
1913,-3.041433782,Boulia,38003,-22.91,139.9
1915,-0.383720332,Boulia,38003,-22.91,139.9
1916,-1.846761424,Boulia,38003,-22.91,139.9
1917,-2.952079966,Boulia,38003,-22.91,139.9
1918,-2.079531529,Boulia,38003,-22.91,139.9
1919,-0.801582647,Boulia,38003,-22.91,139.9
1920,-1.817076364,Boulia,38003,-22.91,139.9
1921,-1.313057728,Boulia,38003,-22.91,139.9
1922,-1.002712333,Boulia,38003,-22.91,139.9
1923,-1.13874063,Boulia,38003,-22.91,139.9
1924,-1.558475244,Boulia,38003,-22.91,139.9
1925,-1.322558242,Boulia,38003,-22.91,139.9
1926,-1.016790403,Boulia,38003,-22.91,139.9
1927,-1.26325134,Boulia,38003,-22.91,139.9
1928,-0.62431074,Boulia,38003,-22.91,139.9
1929,-1.85553846,Boulia,38003,-22.91,139.9
1930,-1.504693652,Boulia,38003,-22.91,139.9
1931,-1.324864983,Boulia,38003,-22.91,139.9
1932,-1.592961347,Boulia,38003,-22.91,139.9
1933,-1.800403478,Boulia,38003,-22.91,139.9
1934,-1.711327554,Boulia,38003,-22.91,139.9
1935,-1.344179687,Boulia,38003,-22.91,139.9
1936,-1.55159003,Boulia,38003,-22.91,139.9
1937,-1.393035966,Boulia,38003,-22.91,139.9
1938,-0.890450201,Boulia,38003,-22.91,139.9
1939,-2.209937208,Boulia,38003,-22.91,139.9
1940,-1.74770846,Boulia,38003,-22.91,139.9
1941,-2.129961565,Boulia,38003,-22.91,139.9
1942,-0.13403571,Boulia,38003,-22.91,139.9
1943,-1.313108905,Boulia,38003,-22.91,139.9
1944,-2.125000258,Boulia,38003,-22.91,139.9
1945,-1.457727965,Boulia,38003,-22.91,139.9
1946,-2.155099017,Boulia,38003,-22.91,139.9
1947,-1.562951679,Boulia,38003,-22.91,139.9
1948,-1.244785132,Boulia,38003,-22.91,139.9
1949,-2.412863935,Boulia,38003,-22.91,139.9
1950,-2.708064768,Boulia,38003,-22.91,139.9
1951,-1.621130752,Boulia,38003,-22.91,139.9
1952,-1.528035691,Boulia,38003,-22.91,139.9
1953,-1.960985275,Boulia,38003,-22.91,139.9
1954,-1.318755693,Boulia,38003,-22.91,139.9
1955,-1.403085075,Boulia,38003,-22.91,139.9
1956,-2.557291058,Boulia,38003,-22.91,139.9
1957,-1.117518493,Boulia,38003,-22.91,139.9
1958,-0.432741868,Boulia,38003,-22.91,139.9
1959,-1.030918803,Boulia,38003,-22.91,139.9
1960,-1.765383151,Boulia,38003,-22.91,139.9
1961,-1.349016697,Boulia,38003,-22.91,139.9
1962,-1.164081025,Boulia,38003,-22.91,139.9
1963,-1.035426199,Boulia,38003,-22.91,139.9
1964,-0.959879119,Boulia,38003,-22.91,139.9
1965,-0.725178515,Boulia,38003,-22.91,139.9
1966,-1.506680846,Boulia,38003,-22.91,139.9
1967,-0.870479643,Boulia,38003,-22.91,139.9
1968,-0.968327086,Boulia,38003,-22.91,139.9
1969,-0.689724395,Boulia,38003,-22.91,139.9
1970,-0.960386523,Boulia,38003,-22.91,139.9
1971,-1.025738899,Boulia,38003,-22.91,139.9
1972,-0.429851708,Boulia,38003,-22.91,139.9
1973,-0.118968247,Boulia,38003,-22.91,139.9
1974,-2.136972894,Boulia,38003,-22.91,139.9
1975,-1.270831478,Boulia,38003,-22.91,139.9
1976,-1.962105998,Boulia,38003,-22.91,139.9
1977,-1.410935447,Boulia,38003,-22.91,139.9
1978,-1.08092069,Boulia,38003,-22.91,139.9
1979,0.058292757,Boulia,38003,-22.91,139.9
1980,0.585920998,Boulia,38003,-22.91,139.9
1981,-0.211027253,Boulia,38003,-22.91,139.9
1982,-0.070455606,Boulia,38003,-22.91,139.9
1983,0.183885326,Boulia,38003,-22.91,139.9
1984,-1.109984162,Boulia,38003,-22.91,139.9
1985,-0.47326105,Boulia,38003,-22.91,139.9
1986,0.093694064,Boulia,38003,-22.91,139.9
1987,-0.164155291,Boulia,38003,-22.91,139.9
1988,0.719028762,Boulia,38003,-22.91,139.9
1989,-0.588293124,Boulia,38003,-22.91,139.9
1990,0.155923022,Boulia,38003,-22.91,139.9
1991,-0.204088081,Boulia,38003,-22.91,139.9
1992,-0.632559652,Boulia,38003,-22.91,139.9
1993,0.42816507,Boulia,38003,-22.91,139.9
1994,-0.492216698,Boulia,38003,-22.91,139.9
1995,-0.297475931,Boulia,38003,-22.91,139.9
1996,0.328760331,Boulia,38003,-22.91,139.9
1997,-0.472317734,Boulia,38003,-22.91,139.9
1998,0.430405457,Boulia,38003,-22.91,139.9
1999,0.046570216,Boulia,38003,-22.91,139.9
2000,-0.711027229,Boulia,38003,-22.91,139.9
2001,-0.440859594,Boulia,38003,-22.91,139.9
2002,0.894854036,Boulia,38003,-22.91,139.9
2003,0.548632646,Boulia,38003,-22.91,139.9
2004,0.678221171,Boulia,38003,-22.91,139.9
2005,1.369098883,Boulia,38003,-22.91,139.9
2006,0.848189723,Boulia,38003,-22.91,139.9
2007,0.358270919,Boulia,38003,-22.91,139.9
2008,0.506116707,Boulia,38003,-22.91,139.9
2009,-0.233428669,Boulia,38003,-22.91,139.9
2010,-0.824021883,Boulia,38003,-22.91,139.9
2011,-0.798988219,Boulia,38003,-22.91,139.9
2012,-0.233426131,Boulia,38003,-22.91,139.9
2013,1.014570013,Boulia,38003,-22.91,139.9
2014,0.809305823,Boulia,38003,-22.91,139.9
2015,1.051707352,Boulia,38003,-22.91,139.9
2016,0.602814259,Boulia,38003,-22.91,139.9
2017,1.364074161,Boulia,38003,-22.91,139.9
2018,1.23638628,Boulia,38003,-22.91,139.9
2019,0.218839368,Boulia,38003,-22.91,139.9
2020,1.479242085,Boulia,38003,-22.91,139.9
2021,-0.439000767,Boulia,38003,-22.91,139.9
2022,-0.391822441,Boulia,38003,-22.91,139.9
2023,-1.385229743,Boulia,38003,-22.91,139.9
1910,-0.293357839,Bourke,48245,-30.04,145.95
1911,-1.165665788,Bourke,48245,-30.04,145.95
1912,-0.375359705,Bourke,48245,-30.04,145.95
1913,-0.925111468,Bourke,48245,-30.04,145.95
1914,0.395873788,Bourke,48245,-30.04,145.95
1915,-0.111970364,Bourke,48245,-30.04,145.95
1916,-0.671094781,Bourke,48245,-30.04,145.95
1917,-1.150439501,Bourke,48245,-30.04,145.95
1918,-0.994410619,Bourke,48245,-30.04,145.95
1919,0.165019907,Bourke,48245,-30.04,145.95
1920,-0.627657027,Bourke,48245,-30.04,145.95
1921,-0.402287927,Bourke,48245,-30.04,145.95
1922,-0.145998245,Bourke,48245,-30.04,145.95
1923,0.193383156,Bourke,48245,-30.04,145.95
1924,-1.456098952,Bourke,48245,-30.04,145.95
1925,-1.372060942,Bourke,48245,-30.04,145.95
1926,-0.491311865,Bourke,48245,-30.04,145.95
1927,-0.774651599,Bourke,48245,-30.04,145.95
1928,0.187412357,Bourke,48245,-30.04,145.95
1929,-0.813018854,Bourke,48245,-30.04,145.95
1930,-0.541496704,Bourke,48245,-30.04,145.95
1931,-1.06732633,Bourke,48245,-30.04,145.95
1932,-0.604866235,Bourke,48245,-30.04,145.95
1933,-0.660342357,Bourke,48245,-30.04,145.95
1934,-0.684205099,Bourke,48245,-30.04,145.95
1935,-0.685360941,Bourke,48245,-30.04,145.95
1936,-1.042281284,Bourke,48245,-30.04,145.95
1937,-0.296257594,Bourke,48245,-30.04,145.95
1938,0.359916054,Bourke,48245,-30.04,145.95
1939,-0.506830938,Bourke,48245,-30.04,145.95
1940,0.0251322,Bourke,48245,-30.04,145.95
1941,-0.815577738,Bourke,48245,-30.04,145.95
1942,-0.081965667,Bourke,48245,-30.04,145.95
1943,-1.216050408,Bourke,48245,-30.04,145.95
1944,-0.188697673,Bourke,48245,-30.04,145.95
1945,-0.351800055,Bourke,48245,-30.04,145.95
1946,-0.483602891,Bourke,48245,-30.04,145.95
1947,-1.17936326,Bourke,48245,-30.04,145.95
1948,-1.127487223,Bourke,48245,-30.04,145.95
1949,-1.522562505,Bourke,48245,-30.04,145.95
1950,-0.998157103,Bourke,48245,-30.04,145.95
1951,-0.788187825,Bourke,48245,-30.04,145.95
1952,-0.88503079,Bourke,48245,-30.04,145.95
1953,-0.504488388,Bourke,48245,-30.04,145.95
1954,-0.677140078,Bourke,48245,-30.04,145.95
1955,-0.905243559,Bourke,48245,-30.04,145.95
1956,-1.973149069,Bourke,48245,-30.04,145.95
1957,-0.061953186,Bourke,48245,-30.04,145.95
1958,-0.190359804,Bourke,48245,-30.04,145.95
1959,-0.468522701,Bourke,48245,-30.04,145.95
1960,-1.037980452,Bourke,48245,-30.04,145.95
1961,-0.554252809,Bourke,48245,-30.04,145.95
1962,-1.094122605,Bourke,48245,-30.04,145.95
1963,-0.877414015,Bourke,48245,-30.04,145.95
1964,-1.010730421,Bourke,48245,-30.04,145.95
1965,0.007559743,Bourke,48245,-30.04,145.95
1966,-1.130726547,Bourke,48245,-30.04,145.95
1967,-0.220112726,Bourke,48245,-30.04,145.95
1968,-0.88353422,Bourke,48245,-30.04,145.95
1969,-0.479409294,Bourke,48245,-30.04,145.95
1970,-1.128006053,Bourke,48245,-30.04,145.95
1971,-0.983826012,Bourke,48245,-30.04,145.95
1972,-0.187523374,Bourke,48245,-30.04,145.95
1973,0.289211369,Bourke,48245,-30.04,145.95
1974,-1.356031483,Bourke,48245,-30.04,145.95
1975,-0.35627877,Bourke,48245,-30.04,145.95
1976,-1.658081368,Bourke,48245,-30.04,145.95
1977,-0.248080938,Bourke,48245,-30.04,145.95
1978,-1.202085994,Bourke,48245,-30.04,145.95
1979,0.546580237,Bourke,48245,-30.04,145.95
1980,0.491828529,Bourke,48245,-30.04,145.95
1981,-0.152793012,Bourke,48245,-30.04,145.95
1982,0.191573694,Bourke,48245,-30.04,145.95
1983,-0.489526978,Bourke,48245,-30.04,145.95
1984,-0.93275761,Bourke,48245,-30.04,145.95
1985,-0.233758741,Bourke,48245,-30.04,145.95
1986,-0.545408127,Bourke,48245,-30.04,145.95
1987,-0.002840062,Bourke,48245,-30.04,145.95
1988,-0.049467322,Bourke,48245,-30.04,145.95
1989,-0.637387774,Bourke,48245,-30.04,145.95
1990,0.190153829,Bourke,48245,-30.04,145.95
1991,0.510231985,Bourke,48245,-30.04,145.95
1992,-0.781887791,Bourke,48245,-30.04,145.95
1993,0.126205096,Bourke,48245,-30.04,145.95
1994,-0.356014246,Bourke,48245,-30.04,145.95
1995,-0.466800536,Bourke,48245,-30.04,145.95
1996,-0.213362512,Bourke,48245,-30.04,145.95
1997,0.329752799,Bourke,48245,-30.04,145.95
1998,-0.159636104,Bourke,48245,-30.04,145.95
1999,-0.122552523,Bourke,48245,-30.04,145.95
2000,-0.452478732,Bourke,48245,-30.04,145.95
2001,0.134109441,Bourke,48245,-30.04,145.95
2002,0.723325795,Bourke,48245,-30.04,145.95
2003,0.846354553,Bourke,48245,-30.04,145.95
2004,0.202446007,Bourke,48245,-30.04,145.95
2005,0.992195322,Bourke,48245,-30.04,145.95
2006,0.934512369,Bourke,48245,-30.04,145.95
2007,0.728980361,Bourke,48245,-30.04,145.95
2008,-0.249707974,Bourke,48245,-30.04,145.95
2009,1.049224203,Bourke,48245,-30.04,145.95
2010,-0.399616185,Bourke,48245,-30.04,145.95
2011,0.173792765,Bourke,48245,-30.04,145.95
2012,-0.327614988,Bourke,48245,-30.04,145.95
2013,1.099688839,Bourke,48245,-30.04,145.95
2014,0.867559439,Bourke,48245,-30.04,145.95
2015,0.754114667,Bourke,48245,-30.04,145.95
2016,0.558878492,Bourke,48245,-30.04,145.95
2017,1.198210369,Bourke,48245,-30.04,145.95
2018,1.211699848,Bourke,48245,-30.04,145.95
2019,1.371430711,Bourke,48245,-30.04,145.95
2020,0.651098088,Bourke,48245,-30.04,145.95
2021,-0.493212467,Bourke,48245,-30.04,145.95
2022,-0.597353686,Bourke,48245,-30.04,145.95
2023,1.024817487,Bourke,48245,-30.04,145.95
1910,-0.884106934,Bridgetown,9617,-33.95,116.13
1911,-1.081751974,Bridgetown,9617,-33.95,116.13
1912,-0.369776031,Bridgetown,9617,-33.95,116.13
1913,-0.673482661,Bridgetown,9617,-33.95,116.13
1914,-0.836709515,Bridgetown,9617,-33.95,116.13
1915,0.030053586,Bridgetown,9617,-33.95,116.13
1916,-1.329882531,Bridgetown,9617,-33.95,116.13
1917,-1.539137071,Bridgetown,9617,-33.95,116.13
1918,-0.475001071,Bridgetown,9617,-33.95,116.13
1919,-1.04685847,Bridgetown,9617,-33.95,116.13
1920,-0.733982457,Bridgetown,9617,-33.95,116.13
1921,-0.047056563,Bridgetown,9617,-33.95,116.13
1922,-1.593348734,Bridgetown,9617,-33.95,116.13
1923,-0.712776991,Bridgetown,9617,-33.95,116.13
1924,-1.265409815,Bridgetown,9617,-33.95,116.13
1925,-0.875675034,Bridgetown,9617,-33.95,116.13
1926,-0.647900523,Bridgetown,9617,-33.95,116.13
1927,-1.026244925,Bridgetown,9617,-33.95,116.13
1928,-0.980250367,Bridgetown,9617,-33.95,116.13
1929,-1.25435047,Bridgetown,9617,-33.95,116.13
1930,-0.233434383,Bridgetown,9617,-33.95,116.13
1931,-0.896614019,Bridgetown,9617,-33.95,116.13
1932,-0.745050719,Bridgetown,9617,-33.95,116.13
1933,-0.25417753,Bridgetown,9617,-33.95,116.13
1934,-0.708450521,Bridgetown,9617,-33.95,116.13
1935,-1.132984821,Bridgetown,9617,-33.95,116.13
1936,-0.186001083,Bridgetown,9617,-33.95,116.13
1937,-0.360727285,Bridgetown,9617,-33.95,116.13
1938,-0.919229623,Bridgetown,9617,-33.95,116.13
1939,-0.737052723,Bridgetown,9617,-33.95,116.13
1940,-0.535138024,Bridgetown,9617,-33.95,116.13
1941,-0.510383252,Bridgetown,9617,-33.95,116.13
1942,-0.606518608,Bridgetown,9617,-33.95,116.13
1943,-1.180318852,Bridgetown,9617,-33.95,116.13
1944,-0.7800717,Bridgetown,9617,-33.95,116.13
1945,-0.161220028,Bridgetown,9617,-33.95,116.13
1946,-0.688983696,Bridgetown,9617,-33.95,116.13
1947,-1.041131726,Bridgetown,9617,-33.95,116.13
1948,-0.623081346,Bridgetown,9617,-33.95,116.13
1949,-0.293498365,Bridgetown,9617,-33.95,116.13
1950,-0.724232537,Bridgetown,9617,-33.95,116.13
1951,-0.808553192,Bridgetown,9617,-33.95,116.13
1952,-1.094144026,Bridgetown,9617,-33.95,116.13
1953,-0.806558799,Bridgetown,9617,-33.95,116.13
1954,-0.648104045,Bridgetown,9617,-33.95,116.13
1955,-0.837325777,Bridgetown,9617,-33.95,116.13
1956,-1.01111216,Bridgetown,9617,-33.95,116.13
1957,-0.247438131,Bridgetown,9617,-33.95,116.13
1958,-0.10733114,Bridgetown,9617,-33.95,116.13
1959,-0.213159486,Bridgetown,9617,-33.95,116.13
1960,-1.234183541,Bridgetown,9617,-33.95,116.13
1961,0.345620037,Bridgetown,9617,-33.95,116.13
1962,0.116863564,Bridgetown,9617,-33.95,116.13
1963,0.36419701,Bridgetown,9617,-33.95,116.13
1964,-0.867920938,Bridgetown,9617,-33.95,116.13
1965,-0.354817953,Bridgetown,9617,-33.95,116.13
1966,-0.770862211,Bridgetown,9617,-33.95,116.13
1967,-0.034598994,Bridgetown,9617,-33.95,116.13
1968,-1.342922538,Bridgetown,9617,-33.95,116.13
1969,-0.4400243,Bridgetown,9617,-33.95,116.13
1970,-0.156439279,Bridgetown,9617,-33.95,116.13
1971,-1.058222184,Bridgetown,9617,-33.95,116.13
1972,0.482925552,Bridgetown,9617,-33.95,116.13
1973,-0.679032093,Bridgetown,9617,-33.95,116.13
1974,-0.447573716,Bridgetown,9617,-33.95,116.13
1975,-0.655309891,Bridgetown,9617,-33.95,116.13
1976,0.141059107,Bridgetown,9617,-33.95,116.13
1977,0.249593346,Bridgetown,9617,-33.95,116.13
1978,0.277035308,Bridgetown,9617,-33.95,116.13
1979,-0.138012258,Bridgetown,9617,-33.95,116.13
1980,-0.210274711,Bridgetown,9617,-33.95,116.13
1981,-0.406659631,Bridgetown,9617,-33.95,116.13
1982,-0.224028294,Bridgetown,9617,-33.95,116.13
1983,0.696964495,Bridgetown,9617,-33.95,116.13
1984,-0.414165222,Bridgetown,9617,-33.95,116.13
1985,0.050241184,Bridgetown,9617,-33.95,116.13
1986,-0.799799638,Bridgetown,9617,-33.95,116.13
1987,-0.223956948,Bridgetown,9617,-33.95,116.13
1988,0.435061112,Bridgetown,9617,-33.95,116.13
1989,-0.341845989,Bridgetown,9617,-33.95,116.13
1990,-0.623683391,Bridgetown,9617,-33.95,116.13
1991,0.029377449,Bridgetown,9617,-33.95,116.13
1992,-0.206935893,Bridgetown,9617,-33.95,116.13
1993,-0.891830555,Bridgetown,9617,-33.95,116.13
1994,0.281560849,Bridgetown,9617,-33.95,116.13
1995,0.198271384,Bridgetown,9617,-33.95,116.13
1996,0.095939072,Bridgetown,9617,-33.95,116.13
1997,0.43404861,Bridgetown,9617,-33.95,116.13
1998,0.08602068,Bridgetown,9617,-33.95,116.13
1999,0.545911329,Bridgetown,9617,-33.95,116.13
2000,0.175785804,Bridgetown,9617,-33.95,116.13
2001,-0.337256256,Bridgetown,9617,-33.95,116.13
2002,0.085083094,Bridgetown,9617,-33.95,116.13
2003,0.437653576,Bridgetown,9617,-33.95,116.13
2004,0.198124977,Bridgetown,9617,-33.95,116.13
2005,-0.254909225,Bridgetown,9617,-33.95,116.13
2006,0.018669884,Bridgetown,9617,-33.95,116.13
2007,0.229358248,Bridgetown,9617,-33.95,116.13
2008,-0.078819313,Bridgetown,9617,-33.95,116.13
2009,0.271906251,Bridgetown,9617,-33.95,116.13
2010,0.226812485,Bridgetown,9617,-33.95,116.13
2011,1.050540083,Bridgetown,9617,-33.95,116.13
2012,0.421071573,Bridgetown,9617,-33.95,116.13
2013,0.818125627,Bridgetown,9617,-33.95,116.13
2014,0.663120729,Bridgetown,9617,-33.95,116.13
2015,0.804274722,Bridgetown,9617,-33.95,116.13
2016,-0.181005704,Bridgetown,9617,-33.95,116.13
2017,0.199165945,Bridgetown,9617,-33.95,116.13
2018,0.160808482,Bridgetown,9617,-33.95,116.13
2019,0.554953641,Bridgetown,9617,-33.95,116.13
2020,0.592826139,Bridgetown,9617,-33.95,116.13
2021,0.286452561,Bridgetown,9617,-33.95,116.13
2022,0.375906772,Bridgetown,9617,-33.95,116.13
2023,0.71296852,Bridgetown,9617,-33.95,116.13
1949,-1.474240724,Brisbane Airport,40842,-27.39,153.13
1950,-0.801686131,Brisbane Airport,40842,-27.39,153.13
1951,-1.698297615,Brisbane Airport,40842,-27.39,153.13
1952,-0.389104504,Brisbane Airport,40842,-27.39,153.13
1953,-0.48087904,Brisbane Airport,40842,-27.39,153.13
1954,-0.169124687,Brisbane Airport,40842,-27.39,153.13
1955,-0.256391712,Brisbane Airport,40842,-27.39,153.13
1956,-0.912768606,Brisbane Airport,40842,-27.39,153.13
1957,-0.118042698,Brisbane Airport,40842,-27.39,153.13
1958,0.103391314,Brisbane Airport,40842,-27.39,153.13
1959,-0.729618799,Brisbane Airport,40842,-27.39,153.13
1960,-1.070982053,Brisbane Airport,40842,-27.39,153.13
1961,-0.853574252,Brisbane Airport,40842,-27.39,153.13
1962,-0.596698612,Brisbane Airport,40842,-27.39,153.13
1963,-0.688343197,Brisbane Airport,40842,-27.39,153.13
1964,-0.348675014,Brisbane Airport,40842,-27.39,153.13
1965,-0.269096525,Brisbane Airport,40842,-27.39,153.13
1966,-0.554881856,Brisbane Airport,40842,-27.39,153.13
1967,-0.477485542,Brisbane Airport,40842,-27.39,153.13
1968,-0.160085841,Brisbane Airport,40842,-27.39,153.13
1969,0.159780103,Brisbane Airport,40842,-27.39,153.13
1970,-0.558130108,Brisbane Airport,40842,-27.39,153.13
1971,-0.50698343,Brisbane Airport,40842,-27.39,153.13
1972,-0.56744448,Brisbane Airport,40842,-27.39,153.13
1973,0.882349179,Brisbane Airport,40842,-27.39,153.13
1974,-0.658929475,Brisbane Airport,40842,-27.39,153.13
1975,-0.163668767,Brisbane Airport,40842,-27.39,153.13
1976,-0.171292738,Brisbane Airport,40842,-27.39,153.13
1977,0.078021933,Brisbane Airport,40842,-27.39,153.13
1978,-0.310049866,Brisbane Airport,40842,-27.39,153.13
1979,0.131420628,Brisbane Airport,40842,-27.39,153.13
1980,0.448050172,Brisbane Airport,40842,-27.39,153.13
1981,-0.058206228,Brisbane Airport,40842,-27.39,153.13
1982,-0.402368735,Brisbane Airport,40842,-27.39,153.13
1983,0.062284043,Brisbane Airport,40842,-27.39,153.13
1984,-0.423444511,Brisbane Airport,40842,-27.39,153.13
1985,-0.077331613,Brisbane Airport,40842,-27.39,153.13
1986,0.242003705,Brisbane Airport,40842,-27.39,153.13
1987,0.335438165,Brisbane Airport,40842,-27.39,153.13
1988,0.332857707,Brisbane Airport,40842,-27.39,153.13
1989,-0.371081613,Brisbane Airport,40842,-27.39,153.13
1990,-0.116411874,Brisbane Airport,40842,-27.39,153.13
1991,0.249156483,Brisbane Airport,40842,-27.39,153.13
1992,-0.199949888,Brisbane Airport,40842,-27.39,153.13
1993,0.146792811,Brisbane Airport,40842,-27.39,153.13
1994,-0.51088352,Brisbane Airport,40842,-27.39,153.13
1995,-0.138881472,Brisbane Airport,40842,-27.39,153.13
1996,-0.183085779,Brisbane Airport,40842,-27.39,153.13
1997,-0.093090381,Brisbane Airport,40842,-27.39,153.13
1998,0.564809004,Brisbane Airport,40842,-27.39,153.13
1999,-0.403284634,Brisbane Airport,40842,-27.39,153.13
2000,-0.313193461,Brisbane Airport,40842,-27.39,153.13
2001,0.059122241,Brisbane Airport,40842,-27.39,153.13
2002,0.089691557,Brisbane Airport,40842,-27.39,153.13
2003,-0.206031689,Brisbane Airport,40842,-27.39,153.13
2004,0.242369974,Brisbane Airport,40842,-27.39,153.13
2005,0.483855983,Brisbane Airport,40842,-27.39,153.13
2006,0.086951222,Brisbane Airport,40842,-27.39,153.13
2007,0.245011897,Brisbane Airport,40842,-27.39,153.13
2008,-0.311757452,Brisbane Airport,40842,-27.39,153.13
2009,0.523604447,Brisbane Airport,40842,-27.39,153.13
2010,0.15130094,Brisbane Airport,40842,-27.39,153.13
2011,-0.314738807,Brisbane Airport,40842,-27.39,153.13
2012,-0.150815046,Brisbane Airport,40842,-27.39,153.13
2013,0.299944693,Brisbane Airport,40842,-27.39,153.13
2014,0.577493976,Brisbane Airport,40842,-27.39,153.13
2015,0.261859056,Brisbane Airport,40842,-27.39,153.13
2016,0.792962453,Brisbane Airport,40842,-27.39,153.13
2017,0.850933236,Brisbane Airport,40842,-27.39,153.13
2018,0.3844285,Brisbane Airport,40842,-27.39,153.13
2019,0.798077694,Brisbane Airport,40842,-27.39,153.13
